id	summary	status	owner	type	component	version
3274	[patch] Provide date_list to template context in archive_month view	closed	nobody	enhancement	Generic views	master
3270	IntegrityError when using unique_together in model in admin interface	closed	adrian	defect	contrib.admin	master
3268	"[patch] form_for_model() should use ChoiceField for any DB field with ""choices"" set"	closed	adrian	defect	Forms	master
3267	[patch] textfield rendered as textarea	closed	adrian	defect	Forms	master
3264	[patch] object_list in archive_year view always contains items in ascending order	closed	adrian	defect	Generic views	master
3263	[patch] ValueError on form.save() for form_for_model and form_for_instance with ManyToManyField	closed	adrian	defect	Forms	master
3262	[patch] new widgets SelectGrouped SelectMultipleGrouped	closed	adrian	enhancement	Forms	master
3250	"[patch] Add RequiredIfOtherFieldsNotGiven, RequiredIfAllOtherFieldsNotGiven, and AllValidators"	closed	adrian	enhancement	Validators	master
3249	[patch] inconsistent documentation on pagination with generic view object_list	closed	jacob	defect	Documentation	master
3248	order_by for a related table generates wrong query if the requested ordering field has the same name as the related class	closed	adrian	defect	"Database layer (models, ORM)"	master
3247	Disable field creation in forms for hidden model fields	closed	adrian	defect	Forms	master
3242	Configuring the template system in standalone mode	closed	jacob	defect	Documentation	master
3241	[patch] memcached backend can't use keys containing spaces	closed	jacob	enhancement	Core (Cache system)	master
3238	Add FloatField in newforms	closed	adrian	enhancement	Forms	master
3236	[patch] docs/newforms.txt typos fixed	closed	jacob	enhancement	Documentation	master
3229	Documentation glitch in Install.txt	closed	jacob	defect	Documentation	master
3228	Added SmartSlashMiddleware	closed	mtredinnick	enhancement	Core (Other)	master
3226	[patch] docs/settings.txt still has some pre-magic-removal examples	closed	jacob	defect	Documentation	master
3224	[patch] small refactor of the response middleware invocation	closed	nobody	enhancement	Core (Other)	master
3218	[patch] django.contrib.formtools.wizard proposal	closed	adrian	enhancement	contrib.formtools	master
3215	Deletion of objects with a GenericRelation(X) deletes unrelated X objects with the same object_id!	closed	adrian	defect	"Database layer (models, ORM)"	master
3214	[patch] raw sql file doesn't recognize quotes correctly	closed	nobody	Bug	"Database layer (models, ORM)"	master
3211	admin crash when uploading an e-mail message as a text file	closed	nobody	defect	contrib.admin	master
3208	allow to generate a 'no-content' HTTP response (a response with no body)	closed	nobody	enhancement	Core (Other)	master
3206	USE_ETAGS returns status 304 even if response.status_code=400	closed	adrian	defect	Core (Other)	master
3204	[patch] Need ability to pass a RequestContext instance to FormPreview.	closed	adrian	enhancement	contrib.formtools	master
3202	[patch] Faster SelectBox for ManyToMany	closed	xian	New feature	contrib.admin	master
3201	PostgreSQL index introspection fails on tables (get relations)	closed	adrian	defect	"Database layer (models, ORM)"	master
3198	Customization to SlugField to enable user override (e.g. for CJK etc)	closed	nobody	defect	Core (Other)	master
3195	[patch] Documenting HIDDEN_SETTINGS	closed	jacob	enhancement	Documentation	master
3193	[patch] modify as_hidden() to handle MultipleChoiceField correctly	closed	adrian	defect	Forms	master
3192	[patch] Noisier bugs in context processors	closed	nobody	enhancement	Template system	master
3191	[patch] Missing svn:eol-style properties	closed	adrian	task	Core (Other)	master
3189	"[patch] generic date_based view, allowing week to start on monday"	closed	nobody	Bug	Generic views	master
3188	OneToOne field - ChangeManipulator looks for related primary key	closed	nobody	defect	contrib.admin	master
3185	"Allow django.contrib.auth's LOGIN_URL, LOGOUT_URL and ACCOUNT_URL to be set in settings.py"	closed	adrian	enhancement	Contrib apps	master
3184	[patch] better unordered_list	closed	adrian	defect	Template system	master
3183	manage.py doesn't like international keyboard input	closed	adrian	defect	Validators	master
3182	model instance update() method and QuerySet update_or_create() method	closed	gwilson	enhancement	"Database layer (models, ORM)"	master
3179	"PostgreSQL backend reporting ""SET TIME ZONE"" error instead of the real error"	closed	adrian	defect	"Database layer (models, ORM)"	master
3176	Patch: Make floatformat templatetag more generally useful	closed	adrian	enhancement	Template system	master
3173	Symmetrical foreign key/m2m relationship are not possible.	closed	adrian	defect	Core (Other)	master
3172	"Model.validate raises TypeError on NULL for DateField, DateTimeField, and TimeField"	closed	adrian	defect	"Database layer (models, ORM)"	master
3171	[patch] Support for dynamic values in inclusion_tag template name	closed	adrian	enhancement	Template system	master
3169	A template tag for listing/linking to nearby pages in pagination should be provided.	closed	nobody	enhancement	Template system	master
3165	[patch] Auth System username prompt doesn't match what it accepts (does not allow underscores)	closed	nobody	defect	contrib.admin	master
3164	"[patch] ""basic"" model tests assume ORDER BY id"	closed	adrian	defect	Testing framework	master
3163	[patch] Optionally disable DB table creation from model	closed	mtredinnick	enhancement	"Database layer (models, ORM)"	master
3162	Test client should re-raise exceptions created while rendering a page	closed	russellm	enhancement	Testing framework	master
3160	Make raw post (e.g. XML) with django.test.client.Client more convinient	closed	russellm	enhancement	Testing framework	master
3159	"Documentation says about ""symlinking"""	closed	jacob	defect	Documentation	master
3158	"Outdated documentation/tutorial1 ""Let's look at what startproject created:..."""	closed	jacob	defect	Documentation	master
3154	"Error in naming modules | packages autogenerated by ""django-admin startproject proj0"""	closed	adrian	defect	Core (Management commands)	master
3152	[patch] Changed a few things in admin to allow overiding of list_per_page in admin	closed	adrian	enhancement	contrib.admin	master
3151	"[patch] ""SET NAMES utf8"" is sent before every query"	closed	adrian	enhancement	"Database layer (models, ORM)"	master
3149	select_related() filters objects with ANY fk foreign relation	closed	adrian	defect	"Database layer (models, ORM)"	master
3148	Add getters and setters to model fields	closed		New feature	"Database layer (models, ORM)"	master
3146	'str' object has no attribute 'strftime' Error when the foreign key is a date	closed	nobody	defect	contrib.admin	master
3141	can't use count() on querysets when extra() has been used with params.	closed	deepak	defect	"Database layer (models, ORM)"	master
3140	"""float argument required"" exception in admin_list"	closed	adrian	defect	contrib.admin	master
3137	[patch] Docs should give notice that sessions don't auto purge	closed	jacob	enhancement	Documentation	master
3134	[patch] The archive_year date-based generic view should not override a model's default ordering	closed	jacob	defect	Generic views	master
3131	[patch] MultipleChoiceFields fail to validate for newforms	closed	adrian	defect	Forms	master
3130	Fix for BooleanFields in newforms	closed	nobody	defect	Forms	master
3128	[patch] add an object_tools block to admin templates	closed	adrian	enhancement	contrib.admin	master
3127	[patch] i18n for NullBooleanField	closed	hugo	defect	Internationalization	master
3126	modpython handler behaves differently when url matches existing file	closed	adrian	defect	Core (Other)	master
3125	Tests in tests.py not run in an app without a models.py file	closed	adrian	defect	Testing framework	master
3124	[newforms] as_labels	closed	adrian	enhancement	Forms	master
3123	[patch] New translation file for Dutch	closed	hugo	enhancement	Translations	master
3122	newforms: {{ form.field.label }} should output <label> when auto_id present	closed	adrian	defect	Forms	master
3121	RelatedManager.get_or_create() does not work	closed	gwilson	defect	"Database layer (models, ORM)"	master
3120	"In newforms, textarea does not get rendered with form"	closed	adrian	defect	Forms	master
3119	Problem for the up-loading of non-ASCII character file name.	closed	leahculver	defect	"Database layer (models, ORM)"	master
3118	[patch] errata in UPDATE/INSERT section in DB-API document	closed	jacob	defect	Documentation	master
3117	"[Patch] Django version should be set ""0.96pre"" or like for setup.py in trunk"	closed	adrian	defect	Tools	master
3115	Postgresql backend should convert Unicode input to bytestrings	closed	adrian	defect	"Database layer (models, ORM)"	master
3114	[patch] invalid handling of MultipleChoice field	closed	adrian	defect	Forms	master
3109	"in Documentation, Uppercase of application are removed, and accessing models returns 404"	closed	adrian	defect	contrib.admin	master
3108	Add Form.as_dl() to newforms	closed	adrian	enhancement	Forms	master
3105	[patch]: Support for additional model.Field setting (update=True|False).	closed	nobody	enhancement	"Database layer (models, ORM)"	master
3103	[patch]: Remove restriction on string name for relationship fields.	closed	adrian	enhancement	"Database layer (models, ORM)"	master
3101	newforms produces invalid XHTML with hidden fields	closed	adrian	defect	Forms	master
3100	Support for arguments on intermediate tag tokens (ex. {% if arg %}{% elif arg %}{% endif %})	closed	aaugustin	New feature	Template system	master
3097	[patch] updated Spanish translations	closed	hugo	enhancement	Translations	master
3095	[patch] added translation for newforms' validation errors	closed	adrian	defect	Forms	master
3094	XMLField not being validated.	closed	PaulM	enhancement	"Database layer (models, ORM)"	master
3092	not a logic english error message in validator	closed	adrian	enhancement	Validators	master
3091	[patch] Views in django.contrib.comments should allow 'extra_context' and 'context_processors' arguments	closed	__hawkeye__	enhancement	contrib.comments	master
3089	Intermittent connection resets with development server	closed	adrian	defect	django-admin.py runserver	master
3084	Be more specific on how i18n and LANGUAGES interact	closed	hugo	enhancement	Internationalization	master
3080	[bug] delete_cookie method imporoperly sets the domain parameter in django/http/!__init!__.py	closed	adrian	defect	Core (Other)	master
3077	[patch] multi-degree ForeignKey/OneToOne relationships with non-integer primary key	closed	adurdin	defect	"Database layer (models, ORM)"	master
3066	NewForms RadioSelect choices problem	closed	adrian	defect	Core (Other)	master
3065	NewForms RadioSelect render problem	closed	adrian	defect	Core (Other)	master
3064	[patch] newforms should use <label>	closed	adrian	defect	Forms	master
3061	[patch] Wrong schema URL for sitemapindex	closed	adrian	defect	Tools	master
3056	generic views: ability to disable caching	closed	jacob	enhancement	Generic views	master
3055	GenericRelation should squawk if pointed to a model that doesn't have a GenericForeignKey on it	closed	marcosmoyano	defect	"Database layer (models, ORM)"	master
