id	summary	status	owner	type	component	version
18804	Class based view documentation is a bit confusing	closed	nobody	Cleanup/optimization	Documentation	1.4
18803	Django FormWizard.as_view condition_dict callable called multiple times?	closed	nobody	Bug	contrib.formtools	1.4
18800	Template cannot format integers bigger than maximum float	closed	nobody	Bug	Template system	1.4
18799	"Documentation ToC - class based views link to ref, not html"	closed	nobody	Uncategorized	Documentation	1.4
18797	HttpResponse status_code does not appear to be thread safe	closed	nobody	Bug	HTTP handling	1.4
18795	Failing GeoDjango tests	closed	nobody	Bug	GIS	1.4
18790	Non-ascii characters in password for database settings don't work	closed	nobody	Bug	"Database layer (models, ORM)"	1.4
18789	Too many method arguments equals poor readability for small resolutions.	closed	nobody	Bug	Documentation	1.4
18788	Unable to create ticket when not logged in	closed	nobody	Bug	*.djangoproject.com	1.4
18787	Tutorial code incorrect	closed	nobody	Uncategorized	Documentation	1.4
18786	What to Read Next?	closed	nobody	Cleanup/optimization	Documentation	1.4
18785	Extra-Join Regression from ticket #15316	closed	nobody	Bug	"Database layer (models, ORM)"	1.4
18784	cannot import name sanitize_address	closed	nobody	Bug	Core (Mail)	1.4
18783	model's verbose name internationalization	closed	nobody	New feature	Internationalization	1.4
18780	Set stacklevel when warning about depreciated function views	closed	nickmartini	Cleanup/optimization	Generic views	1.4
18777	Visualization of date fields as_hidden aren't localized	closed	ethlinn	Bug	Forms	1.4
18774	incorrect template code for django.contrib.auth.views.login	closed	nobody	Bug	Documentation	1.4
18771	One closing bracket to much here	closed	nobody	Bug	Documentation	1.4
18769	"Despite selected language, Forms still rely on LANGUAGE_CODE to format datetime (demo included)"	closed	nobody	Bug	Internationalization	1.4
18765	tutorial01 missed step (poll save)	closed	nobody	Bug	Documentation	1.4
18762	Problem with url in templates	closed	aaugustin	Uncategorized	Documentation	1.4
18758	non-DRY e-mail regex	closed	nobody	Cleanup/optimization	Uncategorized	1.4
18756	Tutorial 3 Needs extra funky directive	closed	nobody	Uncategorized	Documentation	1.4
18755	admin site overlapping	closed	dloewenherz	Bug	contrib.admin	1.4
18754	staticfiles test failure under Windows	closed	kmtracey	Bug	contrib.staticfiles	1.4
18753	Views should be given the instance namespace retrieved during the resolve process	closed	nobody	New feature	Core (URLs)	1.4
18749	Syntax error in Tutorial 4	closed	nobody	Cleanup/optimization	Documentation	1.4
18747	Django admin list_display eats AttributeError by mistake	closed	tswicegood	Bug	contrib.admin	1.4
18746	Django connection is getting lost intermittently while running application	closed	nobody	Bug	HTTP handling	1.4
18745	"When passing a tuple to signing.dumps, I get a list back after calling signing.loads"	closed	MattBlack	Bug	Core (Other)	1.4
18743	select_for_update() silently ignored on aggregate queries	closed	nobody	Bug	"Database layer (models, ORM)"	1.4
18742	Template tag length returns invalid value	closed	nobody	Bug	Template system	1.4
18740	request.REQUEST truncates POST data	closed	nobody	Uncategorized	HTTP handling	1.4
18739	{% widthratio %} fails on sql NULL objects	closed	nobody	Bug	Template system	1.4
18738	manage.py loaddata returns 0 despite fixture load failure	closed	nobody	Uncategorized	Uncategorized	1.4
18736	Flexible filters for django admin	new	nobody	New feature	contrib.admin	1.4
18735	unittest urlconf not picked up by reverse before first request	closed	nobody	Bug	Core (URLs)	1.4
18734	initial_data for debug only	closed	nobody	New feature	Uncategorized	1.4
18733	Form ids on as_table	closed	nobody	New feature	Forms	1.4
18730	manage.py sqlclear app_name doesn't actually drop tables	closed	nobody	Bug	Uncategorized	1.4
18728	dateparse datetime regex should accept colon in TZ offset	closed	aaugustin	Bug	Core (Other)	1.4
18726	Combination of F() expression with query seems to confuse sql compiler's table aliases	new	nobody	Bug	"Database layer (models, ORM)"	1.4
18725	Django tutorial should give stronger warning about uninstalling	closed	nobody	Cleanup/optimization	Documentation	1.4
18724	Model field validation for IntegerFields does not validate 0 against choices	closed	nobody	Bug	"Database layer (models, ORM)"	1.4
18723	Decoupled urls syntax in docs differs from what works on my platform	closed	nobody	Uncategorized	Documentation	1.4
18721	Documentation Collaboration | Copy Code Button | Tiny Improvements Save Time	closed	nobody	Cleanup/optimization	Documentation	1.4
18720	Code sample for views.html template causes NoReverseMatch error	closed	nobody	Uncategorized	Documentation	1.4
18717	Setting attributes on deferred objects should trigger field's descriptor's __set__()	assigned	shaz	Bug	"Database layer (models, ORM)"	1.4
18715	Tutorial Page 3 Refactor	closed	pydanny	Cleanup/optimization	Documentation	1.4
18713	Use of multiple names in example for single app [Comments customization]	closed	nobody	Uncategorized	Documentation	1.4
18712	`DjangoTestSuiteRunner().setup_databases()` doesn't set confirm the feature to all connections in the case when there are several connections (aliases) to test DB.	closed	nobody	Bug	Testing framework	1.4
18711	"NamedUrlWizardView looses with ""url_name"" keyword"	closed	nobody	Uncategorized	Documentation	1.4
18710	new encoding (UTF8) is incompatible with the encoding of the template database	closed	nobody	Uncategorized	Documentation	1.4
18709	Formset with SplitDateTimeField(initial=datetime.datetime.now) doesn't work correctly	closed	Jeroen Dekkers <jeroen@¡­>	Bug	Forms	1.4
18708	Typo in Naming URL Patterns	closed	nobody	Bug	Documentation	1.4
18705	Tutorial - URL Template Tag Error	closed	nobody	Uncategorized	Documentation	1.4
18704	Distance lookups fail when used with LIMIT statements	closed	nobody	Bug	GIS	1.4
18703	documentation suggetsion	closed	nobody	Cleanup/optimization	Documentation	1.4
18702	Remove chunked reads from iter(qs)	closed	nobody	Cleanup/optimization	"Database layer (models, ORM)"	1.4
18701	Class Based VIew docs about JSONResponseMixin misleading	closed	nobody	Bug	Documentation	1.4
18700	`set_language` view documentation uses hard-coded URL	closed	DrMeers	Cleanup/optimization	Documentation	1.4
18699	Branch Policy documentation needs updating	closed	nobody	Cleanup/optimization	Documentation	1.4
18697	django.contrib.admin.AdminSite should not pass a sequence as the template to TemplateResponse	closed	tswicegood	Bug	contrib.admin	1.4
18696	"A mistake in the title of article ""Creating a WizardView class"""	closed	nobody	Uncategorized	Documentation	1.4
18693	Minor bug in tutorial part 3	closed	nobody	Uncategorized	Documentation	1.4
18691	No timezone support for TimeField	closed	nobody	Bug	"Database layer (models, ORM)"	1.4
18689	Error in code example	closed	nobody	Uncategorized	Documentation	1.4
18688	Broken link on Download page	closed	nobody	Uncategorized	*.djangoproject.com	1.4
18684	Finnish DATETIME	closed	nobody	Cleanup/optimization	Translations	1.4
18683	New Galician date and time formats	closed	nobody	Cleanup/optimization	Translations	1.4
18677	Tutorial Part 3 to Part 4 Instruction Failure	closed	nobody	Bug	Documentation	1.4
18676	Django should do m2m deletes in a single query when possible	closed	nobody	Cleanup/optimization	"Database layer (models, ORM)"	1.4
18674	Session app triggers an AttributeError	closed	nobody	Bug	contrib.sessions	1.4
18673	What are in the django.contrib.auth.decorators?	closed	nobody	New feature	Documentation	1.4
18669	QuerySet.bulk_create should batch if no AutoField	new	jdunck	Bug	"Database layer (models, ORM)"	1.4
18668	Make related_query_name more configurable	closed	nobody	New feature	"Database layer (models, ORM)"	1.4
18667	Typo on CBV documentation	closed	nobody	Cleanup/optimization	Documentation	1.4
18666	"When updating a user's password on login, only save the password field"	closed	nobody	Cleanup/optimization	contrib.auth	1.4
18662	Urlize fails with Markdown url string	closed	nobody	Bug	Template system	1.4
18661	"special characters like ""¨¦"" or ""¨¨"" in sqlite3 file path raise a ""sqlite3.OperationalError: unable to open database file"""	closed	nobody	Bug	"Database layer (models, ORM)"	1.4
18660	View on Site links get localized and break urls	closed	nobody	Bug	contrib.admin	1.4
18658	Better support for exceptions / error messages in custom admin actions	closed	thiderman	Cleanup/optimization	contrib.admin	1.4
18657	Inconsistent db names in example	closed	nobody	Bug	Documentation	1.4
18656	Link to LocaleMiddleware points to the page without it	closed	nobody	Uncategorized	Documentation	1.4
18655	Media files should be served using file storage API	new	nobody	New feature	File uploads/storage	1.4
18653	timezone.now() should be datetime.timezone.now()	closed	nobody	Bug	Documentation	1.4
18652	loaddata --database option ignored	closed	nobody	Bug	Core (Management commands)	1.4
18651	Assignment tags should allow optional assignments	closed	Tim Graham <timograham@¡­>	New feature	Template system	1.4
18648	ConditionalGetMiddleware does not work with Internet Explorer	closed	nobody	Bug	HTTP handling	1.4
18647	Malcolm Tredinnick link on django committers	closed	mtredinnick	Cleanup/optimization	Documentation	1.4
18645	Simplified filesizeformat	closed	nobody	Cleanup/optimization	Template system	1.4
18642	Pointer to django.shortcuts.render	closed	andrews	Cleanup/optimization	Documentation	1.4
18641	Offline documentation states 1.5 when its for 1.4	closed	nobody	Cleanup/optimization	Documentation	1.4
18640	django.contrib.gis.gdal.DataSource fields give gibberish or segfault when accessed directly	closed	jbronn	Bug	GIS	1.4
18639	manage.py shell should have a flag to explicitly request iPython or bpython	closed	nobody	New feature	Core (Management commands)	1.4
18638	Reverse OneToOne relationship does not save properly.	closed	nobody	Bug	"Database layer (models, ORM)"	1.4
18633	Can't use parenthesis in Documentation search bar	closed	nobody	Bug	*.djangoproject.com	1.4
18632	Cleanup on methods/attributes associated with editing views	closed	pydanny	Cleanup/optimization	Documentation	1.4
18631	A way to get handle to the generated query for terminal queryset methods	new	nobody	New feature	"Database layer (models, ORM)"	1.4
18629	Adding methods/attributes to date-based views	closed	donigian	Cleanup/optimization	Documentation	1.4
18628	Adding methods/attributes to display views	closed	pydanny	Cleanup/optimization	Documentation	1.4
18627	Remove django-core uses of Model pre_init and post_init	closed	jdunck	Cleanup/optimization	"Database layer (models, ORM)"	1.4
18626	Lack of scaping on howto / initial data	closed	nobody	Cleanup/optimization	Documentation	1.4
18623	RSS feeds specify Atom namespace	closed	nobody	Bug	contrib.syndication	1.4
18621	Two ManyToMany fields without backwards relation	closed	anonymous	Cleanup/optimization	Documentation	1.4
18620	"Prefer current Site when checking M2M in ""shortcut""/""view_on_site"" redirect"	new	nobody	Cleanup/optimization	contrib.contenttypes	1.4
18618	"while saving checkbox values into one field, the list_display with such a field failed"	closed	nobody	New feature	contrib.admin	1.4
18617	Pointing out a template overriding pitfall	closed	nobody	Uncategorized	Documentation	1.4
18614	https://docs.djangoproject.com/en/1.4/topics/forms/ missing some sample code	closed	nobody	Cleanup/optimization	Documentation	1.4
18613	DecimalField returns an int in some circumstances	closed	nobody	Uncategorized	"Database layer (models, ORM)"	1.4
18612	Design your URLs - tutorial 3	closed	nobody	Uncategorized	Documentation	1.4
18611	Show the date and time when the dev server gets started	closed	nobody	New feature	Core (Other)	1.4
18608	Broken monkey-patching in humanize tests	closed	aaugustin	Bug	contrib.humanize	1.4
18607	ModelForms do not recognize DateTimeFields with auto_now=True	closed	nobody	Bug	Forms	1.4
18602	Misleading error when NAME omitted for Postgres DB	closed	nobody	Cleanup/optimization	"Database layer (models, ORM)"	1.4
18600	group_required decorator	closed	nobody	New feature	contrib.auth	1.4
18599	GenericForeignKey field can't be set on init of model	new	nobody	Bug	contrib.contenttypes	1.4
18597	`BaseInlineFormSet` should attempt to get it's queryset from it's instance related manager before falling back to it's model's default manager	new	nobody	Bug	Forms	1.4
18595	Wrong table used in get_query_set when two Models have ManyToMany Fields to a common third Model using related_name='+'	closed	nobody	Bug	"Database layer (models, ORM)"	1.4
18594	Passing kwrgs parameter to url function kills django spouriously	closed	nobody	Cleanup/optimization	Core (URLs)	1.4
18593	Admin change list swallows unrelated AttributeErrors from callable display fields	closed	nobody	Bug	contrib.admin	1.4
18592	"Provide failure recovery for undocumented ""_last_executed"" in MySQLdb's cursor"	closed	nobody	Cleanup/optimization	"Database layer (models, ORM)"	1.4
18591	Missing crucial info in Apache conf (httpd.conf) to serve static files	closed	nobody	Cleanup/optimization	Documentation	1.4
18589	Typo in class-based generic views doc	closed	nobody	Cleanup/optimization	Documentation	1.4
18588	"Django-Python instalation error on django-admin.py (init.py options = filter(lambda (x,v): x not in prev_opts, options)-syntax error"	closed	nobody	Bug	Uncategorized	1.4
18587	Error in example code for custom management commands	closed	nobody	Bug	Documentation	1.4
18585	Tutorial part 4: problem in polls/detail.html	closed	nobody	Bug	Documentation	1.4
18584	Ability to fetch urlname from template context	closed	nobody	Uncategorized	Template system	1.4
18583	exclude generates wrong SQL query	closed	nobody	Bug	"Database layer (models, ORM)"	1.4
18582	Emails not being sent to bcc addresses	closed	nobody	Uncategorized	Core (Mail)	1.4
18581	Admin actions documentation needs a new screenshot	closed	nobody	Bug	Documentation	1.4
18580	"Avoiding SQLite update+annotations ""only a single result allowed for a SELECT that is part of an expression"""	new	nobody	Bug	"Database layer (models, ORM)"	1.4
18576	Missing module in import statement	closed	claudep	Bug	Documentation	1.4
18575	Testing framework doesn't work without a SQL Database	closed	aaugustin	Bug	Testing framework	1.4
18574	`BaseFormSet.is_valid` should call it's underlying forms' `is_valid`	closed	nobody	Bug	Forms	1.4
18571	ModelAdmin.filter_horizontal should use plural for ManyToManyField	closed	nobody	Bug	contrib.admin	1.4
18570	Page 3 of Latest Tutorial has slight error	closed	nobody	Bug	Documentation	1.4
18569	Enable L expressions in `queryset.extra`	closed	nobody	New feature	"Database layer (models, ORM)"	1.4
18567	readonly_fields for ModelForms	closed	nobody	New feature	Forms	1.4
18566	Django Persian Book	closed	nobody	Uncategorized	Documentation	1.4
18565	Point object doesn't work in queyset.extra params argument	new	nobody	Bug	GIS	1.4
18561	HttpResponse.tell() fails if response contains non ascii characters	closed	claudep	Bug	HTTP handling	1.4
18560	polls/detail.html Demo Code in Django 1.4 Tutorial is Incorrect?	closed	nobody	Bug	Documentation	1.4
18559	os.environ.setdefault: Documentation should warn against being incompatible with multiple sub interpreter processes	closed	nobody	Bug	Documentation	1.4
18557	get_or_create() causes a race condition with MySQL	closed	nobody	Uncategorized	"Database layer (models, ORM)"	1.4
18553	Django multipart parser creates mutable QueryDict	closed	fred	Bug	HTTP handling	1.4
18552	Django test client should not use MULTIPART_CONTENT for POST-requests by default.	closed	nobody	Uncategorized	Uncategorized	1.4
18550	history_view shows no log entries for PKs requiring unqote()	closed	nobody	Bug	contrib.admin	1.4
18548	View changes field when 'unique_together' is not satisfied in a Form	closed	nobody	Cleanup/optimization	Documentation	1.4
18547	Django-admin.py makemessages should show a specific error message if the user hasn't installed gettext (e. g. on windows)	closed	nobody	Cleanup/optimization	Internationalization	1.4
18545	Improve the error message when the implicit settings configuration fails	closed	carljm	Cleanup/optimization	Core (Other)	1.4
18544	Same issue as Ticket #2673	closed	nobody	Bug	contrib.admin	1.4
18543	Non image file can be saved to ImageField	new	deprince	Bug	"Database layer (models, ORM)"	1.4
18542	Intermittent unhandled exception when killing runserver	closed	nobody	Bug	Core (Management commands)	1.4
18541	Infinite Lock With Caching Backend	closed	nobody	Bug	Core (Cache system)	1.4
18540	Improve Model flexibility by allowing a custom Options class	closed	nobody	New feature	"Database layer (models, ORM)"	1.4
18539	Django 1.4 - Can't get admin page to display	closed	nobody	Uncategorized	Documentation	1.4
18538	type(SimpleLazyObject) returns SimpleLazyObject rather than type(_wrapped)	closed	nobody	Bug	"Database layer (models, ORM)"	1.4
18537	Error in calculation of check digit in ARCUITField	closed	foxyNinja7	Bug	contrib.localflavor	1.4
18535	help	closed	anonymous	Uncategorized	Uncategorized	1.4
18534	help me	closed	nobody	Uncategorized	Uncategorized	1.4
18533	makemessages command fails on windows	closed	nobody	Bug	Core (Management commands)	1.4
18532	Mark when instance is loaded from database for pre-/post-init receivers.	closed	nobody	New feature	"Database layer (models, ORM)"	1.4
18530	Inconsistent error handling on admin filter url's	closed	julien	Bug	contrib.admin	1.4
18528	Field.value_to_string documentation broken	closed	nobody	Bug	Documentation	1.4
18527	https://docs.djangoproject.com/en/dev/topics/class-based-views/generic-display/	closed	nobody	Uncategorized	Documentation	1.4
18522	Incosistencies and redundant checks in wizard view	closed	nobody	Cleanup/optimization	contrib.formtools	1.4
18520	"forms.ImageField loads entire file into memory, crashes server"	closed	aaugustin	Bug	Forms	1.4
18519	DateField ignores DATE_INPUT_FORMATS (because get_format ignores it)	closed	nobody	Bug	Forms	1.4
18518	wsgi.py does not overwrite DJANGO_SETTINGS_MODULE in apache prefork	closed	nobody	Bug	Uncategorized	1.4
18516	NoReverseMatch error when following authentication tutorial	closed	nobody	Cleanup/optimization	Documentation	1.4
18515	Problematic validation code in FileField	closed	nobody	Bug	File uploads/storage	1.4
18510	Options._fill_related_objects_cache should assert for app_cache_ready() or deal with app_cache_ready() == False	closed	nobody	Bug	"Database layer (models, ORM)"	1.4
18509	Bug: forms.DecimalField doesn't validate correctly when localized. (Unittest attached)	closed	nobody	Bug	Forms	1.4
18508	Bug in handling out-of-date POST data with inlineformset_factory	closed	akaariai	Bug	Forms	1.4
18506	(Model)Forms localize=True violates DRY	closed	nobody	Uncategorized	Uncategorized	1.4
18504	humanize template filters miss the `expects_localtime` parameter	closed	aaugustin	Bug	contrib.humanize	1.4
18502	django.forms.models.fields_for_model() missing from online docs	closed	nobody	New feature	Documentation	1.4
18500	Part 3 tutorial - field is choice_text	closed	nobody	Uncategorized	Documentation	1.4
18499	Malformed query string becomes part of request.path	closed	nobody	Bug	Core (URLs)	1.4
18498	you still need to import http response after changing to render_to_response as a shortcut	closed	nobody	Uncategorized	Documentation	1.4
18497	Bug with TestCase handling JSON views	closed	nobody	Bug	Testing framework	1.4
18496	wsgi.py script need to add project path to sys.path	closed	nobody	Uncategorized	Uncategorized	1.4
18495	"404 with non-/ WSGI, script prefix not removed in core/urlresolvers.py: resolve()"	closed	nobody	Bug	Core (URLs)	1.4
18493	"Tutorial #2 could better hint where ""source code of Django itself"" is"	closed	nobody	Cleanup/optimization	Documentation	1.4
18492	LOCALE_PATHS documentation mismatch?	closed	nobody	Cleanup/optimization	Documentation	1.4
18491	"When deleting a proxy model, the admin does not show warning about cascade delete for object with foreign key on the proxied model"	closed	gszczepanczyk	Bug	contrib.admin	1.4
18490	Datefield input format options don't match the docs	closed	dloewenherz	Bug	Documentation	1.4
18489	Unnecessary quotes cause NoReverseMatch Exception	closed	nobody	Uncategorized	Documentation	1.4
18487	CachedStaticFilesStorage raises an exception when trying to deal with a url() starting with //	closed	LukaszBalcerzak	Bug	contrib.staticfiles	1.4
18485	Document behavior of PostgreSQL/Oracle when manually setting autoincrementing fields	new	nobody	Cleanup/optimization	Documentation	1.4
18484	csrfmiddlewaretoken enclosed in redundant invisible div	closed	nobody	Uncategorized	Forms	1.4
18483	HiddenInput validation i18n trouble	closed	EmilStenstrom	Bug	Forms	1.4
18482	Cache backend API should close()	closed	nobody	Cleanup/optimization	Core (Cache system)	1.4
18481	IOErrors from FILES are not wrapped with UnreadablePostError	closed	nobody	Bug	HTTP handling	1.4
18480	Inherited model fails to handle blank field properly	closed		Bug	"Database layer (models, ORM)"	1.4
18479	xgettext warnings cause the makemessages command to raise an exception	closed	claudep	Cleanup/optimization	Internationalization	1.4
18478	Field.get_default will stringify everything that isn't a callable	closed	nobody	Cleanup/optimization	Documentation	1.4
18477	TabularInline admin uses wrong colspan in Add row	closed	nobody	Bug	contrib.admin	1.4
18476	Hard coded template link causes conflict with tutorial statement	closed	Tim Graham <timograham@¡­>	Cleanup/optimization	Documentation	1.4
18473	Contradictory advice on middleware order	closed	nobody	Bug	Documentation	1.4
18472	`set_language` view documentation improvements	closed	DrMeers	Cleanup/optimization	Documentation	1.4
18471	Add a localization field option in Model Fields.	closed	serge_spaolonzi	New feature	"Database layer (models, ORM)"	1.4
18470	Widget argument description in Form fields documentation	closed	nobody	Cleanup/optimization	Documentation	1.4
18469	Django 1.4 + Apache 2.2.22 + WSGI 3.3 + Apache VirtualDocumentRoot	closed	nobody	Bug	HTTP handling	1.4
18468	Define COMMENT in table / colomns	closed	nobody	Uncategorized	"Database layer (models, ORM)"	1.4
18467	Login in from admin logout page should not logout again	closed	nobody	Bug	contrib.admin	1.4
18466	meta-bug: couldn't submit ticket	closed	nobody	Bug	Documentation	1.4
18465	Date and Timestamp formats for Oracle Backend incorrect with Oracle RAC 11g R2	closed	akaariai	Bug	"Database layer (models, ORM)"	1.4
18458	Method session.get_expiry_age() does not return what the doc says	closed	nobody	Bug	contrib.sessions	1.4
18454	Add ability to pass several signals to `receiver`	closed	dmedvinsky	New feature	Core (Other)	1.4
18453	Unknown password hashing algorithm error if password is blank	closed	nobody	Bug	contrib.auth	1.4
18452	Spaces in model field definition params cause sqlite errors	closed	nobody	Uncategorized	Uncategorized	1.4
18450	Remove default values for i18n JavaScript URLs in Admin templates	closed	dhepper	Cleanup/optimization	contrib.admin	1.4
18449	Having an error raised during a transaction-decorated view will drop the error on the floor	closed	nobody	Bug	"Database layer (models, ORM)"	1.4
18448	Rename all documentation files to have .rst extension	closed	nobody	Cleanup/optimization	Documentation	1.4
18444	"Replace hard coded ""View on Site"" URLs"	closed	dhepper	Cleanup/optimization	contrib.admin	1.4
18442	Documentation references non-existent locale	closed	jakul	Uncategorized	Documentation	1.4
18441	"A ModelForm with a blank=True, null=False ForeignKey doesn't validate"	closed	nobody	Bug	Forms	1.4
18440	Clarify that Reportlab is not thread-safe in pdf section	closed	nobody	Cleanup/optimization	Documentation	1.4
18437	Incorrect double JOIN when using multiple .filter() calls on the same table	closed	nobody	Bug	"Database layer (models, ORM)"	1.4
18435	Caching of reverse ForeignKey lookups	closed	nobody	Cleanup/optimization	"Database layer (models, ORM)"	1.4
18433	"""View on site"" does not work in InlineModelAdmin when using custom primary key field"	closed	dhepper	Bug	contrib.admin	1.4
18431	TypedChoiceField doesn't use self.coerce in its clean() and prepare_value() methods	closed	nobody	Bug	Forms	1.4
18430	CachedFilesMixin crashed when CSS files contains non-ascii utf-8 character	closed	dbrgn	Bug	contrib.staticfiles	1.4
18427	limit_choices_to won't limit correctly	new	nobody	Bug	contrib.admin	1.4
18421	Pagination documentation contains error when no GET request provided	closed	nobody	Bug	Documentation	1.4
18420	JavaScript crashes in django admin for translation inlines in some circumstances	closed	nobody	Uncategorized	contrib.admin	1.4
18418	Debug doesn't catch exception instead complains views does not exist	closed	nobody	Bug	Core (URLs)	1.4
18417	override_settings doesn't work with unittest.TestCase subclasses	closed	nobody	Bug	Testing framework	1.4
18416	Query fails when SimpleLazyObject evaluates to None	closed	nobody	Bug	"Database layer (models, ORM)"	1.4
18415	FormWizard's hash check occasionally fails due to pickle.dumps returning varying values for same inputs	closed	nobody	Uncategorized	Uncategorized	1.4
18414	queryset.exists() returns False when queryset is distinct and sliced	closed	err	Bug	"Database layer (models, ORM)"	1.4
18413	documentation on delete() should mention that associated file or image is not deleted	closed	nobody	Cleanup/optimization	Documentation	1.4
18411	Slightly misleading paragraph in documentation about HttpRequest	closed	westfeld	Bug	Documentation	1.4
18410	Django code installation issues on Windows Vista	closed	nobody	Uncategorized	Documentation	1.4
18409	Make RegexField work with unicode characters	closed	nobody	Bug	Forms	1.4
18408	flatpages - tests expect site 1 to be example.com	closed	nobody	Bug	contrib.flatpages	1.4
18407	Validation error messages should support unicode params	closed	claudep	Bug	"Database layer (models, ORM)"	1.4
18403	Issue with redefined SimpleCookie with invalid cookie name	closed	e0ne	Bug	HTTP handling	1.4
18402	`DjangoTestSuiteRunner().setup_databases()` fails on second exercise	closed	nobody	Bug	Testing framework	1.4
18400	Unexpected {% if %} behavior	closed	susan	Bug	Template system	1.4
18399	Add a `for_concrete_model` kwarg to `ContentTypeManager.get_for_models?`	closed	charettes	New feature	contrib.contenttypes	1.4
18397	Change media.lawrence.com examples	closed	aaugustin	Cleanup/optimization	Core (Other)	1.4
18396	URL for spatialite has changed	closed	nobody	Uncategorized	Documentation	1.4
18395	Make a brittle i18n test more reliable	closed	nobody	Bug	Internationalization	1.4
18394	"Better docs, and possibly better handling, for 'packages' argument to javascript_catalog"	new	nobody	Bug	Internationalization	1.4
18393	Don't let blocktrans crash on ValueError	closed	nobody	Bug	Internationalization	1.4
18392	Use utf8mb4 encoding with MySQL 5.5	new	nobody	New feature	"Database layer (models, ORM)"	1.4
18389	Field type attributes not permitted on models	closed	drtyrsa	Bug	"Database layer (models, ORM)"	1.4
18388	"Add more hooks in the ModelAdmin (get_extra, get_max_num)"	closed	timo	New feature	contrib.admin	1.4
18385	"firstof doesn't deal well with empty ""safe"" values."	closed	mawimawi	Bug	Template system	1.4
18384	KyngChaos section of GeoDjango instructions is confusing	closed	nobody	Bug	Documentation	1.4
18383	Path in url tag must not be in quotes	closed	nobody	Uncategorized	Documentation	1.4
18382	username/password	closed	nobody	Uncategorized	Uncategorized	1.4
18381	"Underscore in CharField primary key breaks the admin ""view on site"" link"	closed	apollo13	Bug	contrib.admin	1.4
18380	Improve installation instructions for MySQLdb	closed	juanriaza	Cleanup/optimization	Documentation	1.4
18379	sensitive_variables handling fails for methods	closed	julien	Bug	Core (Other)	1.4
18377	Django Hanging with older Pylibmc	closed	nobody	Bug	Documentation	1.4
18376	"Model formsets apply unique checks to blank, null fields"	closed	joeri	Bug	Forms	1.4
18375	F() doesn't work as expected across multijoin relations	closed	akaariai	Bug	"Database layer (models, ORM)"	1.4
18374	ImageField not validating due to missing libraries	closed	nobody	Cleanup/optimization	Documentation	1.4
18370	DATETIME_FORMAT has not effect on json serializer	closed	nobody	Uncategorized	Uncategorized	1.4
18369	Documentation error with django.shortcuts.render() function	closed	timo	Cleanup/optimization	Documentation	1.4
18368	LayerMapping.save() should be able to set attributes on created model instances	closed	nobody	New feature	GIS	1.4
18367	LayerMapping.verify_ogr_field fails when trying to map OFTString to TextField	closed	nobody	Bug	GIS	1.4
18366	"Timezones - ""Time zone support is disabled by default."""	closed	nobody	Uncategorized	Documentation	1.4
18365	"remind in the ""set languages redirection view"" that the i18n template context processor should be set"	closed	nickmartini	Cleanup/optimization	Documentation	1.4
18364	Can't server static files with version information	closed	nobody	Bug	Template system	1.4
18361	Accessing a ModelChoiceField property in a template triggers QuerySet  evaluation	closed	nobody	Cleanup/optimization	Forms	1.4
18360	Database router example improvement	closed	nobody	Cleanup/optimization	Documentation	1.4
18359	CSRF dosen't work	closed	nobody	Bug	CSRF	1.4
18356	Test Client response does not contain Context with nested requests	closed	nobody	Bug	Testing framework	1.4
18354	Duplicate query in archive and year class based views	closed	nobody	Bug	Generic views	1.4
18353	Inconsistency in date-based generic views	closed	aaugustin	Bug	Generic views	1.4
18352	You can't use AnonymousUser in the database API	closed	nobody	New feature	contrib.auth	1.4
18351	Sitemaps should use the X-Robots-Tag HTTP header	closed	mlissner	New feature	contrib.sitemaps	1.4
18350	Incorrect behavior when inadvertently building a query using two different models.	closed	nobody	Bug	"Database layer (models, ORM)"	1.4
18346	django 1.4 - admin TemplateDoesNotExist at /admin/auth/user/ Options	closed	nobody	Uncategorized	contrib.admin	1.4
18345	Question about this Ticket System	closed	Jack	Uncategorized	Uncategorized	1.4
18344	Race condition in session save.	closed	nobody	Bug	contrib.sessions	1.4
18341	js files are not working in the django application	closed	nobody	Bug	Template system	1.4
18331	flatpages - models.py: template path is limited to 70 chars	closed	nobody	Bug	contrib.flatpages	1.4
18328	documentation's  source reference needs update	closed	nobody	Cleanup/optimization	Documentation	1.4
18324	QuerySet values ??method fails	closed	nobody	Bug	"Database layer (models, ORM)"	1.4
18316	settings.configure() does not apply LOGGING_CONFIG	closed	nobody	Bug	Core (Other)	1.4
18311	en/dev/topics/auth/ - login.html syntax	closed	nobody	Uncategorized	Documentation	1.4
18308	"Tutorial needs ""disable django.contrib.sites' instruction"	closed	nobody	Bug	Documentation	1.4
18303	Wrong comparison in render method of CheckboxInput class.	closed	nobody	Bug	Forms	1.4
18302	1.4 cache session storage is not backward compatible	closed	nobody	Bug	Documentation	1.4
18301	url name 'auth_password_reset_confirm' not present   in contrib.auth.urls	closed	nobody	Bug	Documentation	1.4
18300	Don't repeat yourself?  Are you sure about that?	closed	nobody	Cleanup/optimization	Forms	1.4
18298	All Canadian localflavour form errors should be translatable strings.	closed	nobody	Bug	contrib.localflavor	1.4
18295	broken link in Documentation	closed	nobody	Uncategorized	Documentation	1.4
